Published_time,news_content,news_headline
2020-12-03 10:00:00,"Ngày 03/12/2020: 10 cổ phiếu “nóng” dưới góc nhìn PTKT của Vietstock: Các cổ phiếu “nóng” được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: DIG, GMD, GAS, GEX, HDB, HSG, MSN, NLG, MBB và STB.",Ngày 03/12/2020: 10 cổ phiếu “nóng” dưới góc nhìn PTKT của Vietstock
2020-12-02 16:54:00,"ACB sẽ chính thức chào sàn HOSE vào ngày 09/12, giá tham chiếu 26,400 đồng/cp: Sở Giao dịch Chứng khoán TPHCM (HOSE) vừa thông báo hơn 2.1 tỷ cổ phiếu ACB của Ngân hàng TMCP Á Châu sẽ chính thức thức được niêm yết trên sàn HOSE...","ACB sẽ chính thức chào sàn HOSE vào ngày 09/12, giá tham chiếu 26,400 đồng/cp"
2020-12-02 10:29:00,"Đầu tư VSD muốn gom 12 triệu cp VCP: Nhằm tăng tỷ lệ sở hữu, CTCP Đầu tư VSD đăng ký mua 12 triệu cp VCP của CTCP Tư Xây dựng và Phát triển Năng Lượng VCP (Vinaconex Power, UPCoM: VCP)...",Đầu tư VSD muốn gom 12 triệu cp VCP
2020-12-01 16:00:00,"HFIC chưa bán được 25 triệu cp HCM: Công ty Đầu tư Tài chính Nhà nước Thành phố Hồ Chí Minh (HFIC) vừa báo cáo kết quả giao dịch 25 triệu cp của CTCP Chứng khoán TP.HCM (HSC, HOSE: HCM)...",HFIC chưa bán được 25 triệu cp HCM
2020-12-01 10:00:00,"Ngày 01/12/2020: 10 cổ phiếu “nóng” dưới góc nhìn PTKT của Vietstock: Các cổ phiếu “nóng” được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BWE, GMD, GAS, GEX, HDB, HSG, MSN, NLG, MBB và TCH.",Ngày 01/12/2020: 10 cổ phiếu “nóng” dưới góc nhìn PTKT của Vietstock
2020-11-30 15:25:00,"Nhịp đập Thị trường 30/11: VN-Index rơi mạnh nửa cuối phiên chiều: VN-Index kết phiên giảm 0.71%, đạt mức 1,003.08 điểm; chỉ số HNX-Index giảm 0.32%, đạt mức 147.70 điểm. Độ rộng thị trường nghiêng về bên bán với 299...",Nhịp đập Thị trường 30/11: VN-Index rơi mạnh nửa cuối phiên chiều
2020-11-30 09:30:00,"Một chủ tịch bị xử phạt vì ""mua chui"" cổ phiếu: Ngày 26/11/2020, Thanh tra Ủy ban Chứng khoán Nhà nước (UBCKNN) ban hành Quyết định về việc xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và...","Một chủ tịch bị xử phạt vì ""mua chui"" cổ phiếu"
2020-11-28 11:03:00,"MBB: Phó Tổng Giám đốc đăng ký mua 1 triệu cp: Theo báo cáo gửi đến UBCK Nhà nước và Sở GDCK TP HCM (HOSE), ông Lê Quốc Minh - Phó Tổng Giám đốc MB muốn mua vào lượng lớn cổ phần tại ngân hàng này.",MBB: Phó Tổng Giám đốc đăng ký mua 1 triệu cp
2020-11-27 12:36:00,"Phân tích kỹ thuật phiên chiều 27/11: VN-Index xuất hiện mẫu hình nến Doji: Trong phiên giao dịch buổi sáng ngày 27/11/2020, VN-Index tạo cây nến Doji chứng tỏ tâm lý nhà đầu tư đang giằng co mạnh.",Phân tích kỹ thuật phiên chiều 27/11: VN-Index xuất hiện mẫu hình nến Doji
2020-11-26 18:27:00,"Góc nhìn 27/11: Chốt lời?: Theo dự báo của SHS, trong phiên giao dịch cuối tuần 27/11, VN-Index có thể sẽ diễn ra những rung lắc do áp lực chốt lời gia tăng khi thị trường tiến...",Góc nhìn 27/11: Chốt lời?
2020-11-26 11:25:00,TCH: Nhóm nhà đầu tư Hàn Quốc muốn trở thành cổ đông sở hữu 5.5% vốn: CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy (HOSE: TCH) vừa mới công bố Nghị quyết HĐQT thông qua việc chuyển đổi trái phiếu thành cổ phiếu theo đề nghị...,TCH: Nhóm nhà đầu tư Hàn Quốc muốn trở thành cổ đông sở hữu 5.5% vốn
2020-11-25 16:00:00,Vì sao Lọc hóa dầu Bình Sơn rút hồ sơ niêm yết HNX?: Sở Giao dịch Chứng khoán Hà Nội (HNX) cho biết CTCP Lọc hóa dầu Bình Sơn (UPCoM: BSR) đã rút hồ sơ đăng ký niêm yết do đại dịch Covid-19.,Vì sao Lọc hóa dầu Bình Sơn rút hồ sơ niêm yết HNX?
2020-11-24 20:00:00,"Thị trường chứng quyền 25/11/2020: Sắc đỏ lan rộng: Sắc đỏ lan rộng trên thị trường chứng quyền trong phiên giao dịch ngày 24/11/2020 với 68 mã giảm giá, 46 mã tăng giá và 11 mã đứng giá. Khối ngoại...",Thị trường chứng quyền 25/11/2020: Sắc đỏ lan rộng
2020-11-24 11:00:00,"VNM ETF và FTSE ETF sẽ mua bán như thế nào trong tháng 12?: Trong khi hầu hết chuyên gia dự báo giữ nguyên danh mục, thì ông Nguyễn Vũ Luân - Trưởng phòng Môi giới của Công ty Chứng khoán VNDirect dự...",VNM ETF và FTSE ETF sẽ mua bán như thế nào trong tháng 12?
2020-11-23 20:00:00,"Thị trường chứng quyền 24/11/2020: Duy trì đà tâm lý tích cực: Thị trường chứng quyền tiếp tục duy trì sắc xanh trong phiên giao dịch ngày 23/11/2020 với 77 mã tăng giá, 35 mã giảm giá và 13 mã đứng giá. Khối...",Thị trường chứng quyền 24/11/2020: Duy trì đà tâm lý tích cực
2020-11-23 11:26:00,Hạ tầng Vĩnh Phúc dừng phát hành cổ phiếu cho cổ đông hiện hữu: CTCP Phát triển Hạ tầng Vĩnh Phúc (HNX: IDV) vừa đưa ra Nghị quyết HĐQT với quyết định dừng phương án phát hành cổ phiếu cho cổ đông hiện hữu từ...,Hạ tầng Vĩnh Phúc dừng phát hành cổ phiếu cho cổ đông hiện hữu
2020-11-22 18:00:00,"Vietstock Weekly 23-27/11/2020: Thử thách của VN-Index tại vùng 980-1,000 điểm: VN-Index tăng điểm tuần thứ 3 liên tiếp, khối lượng giao dịch cũng tăng dần trong những tuần qua cho thấy dòng tiền đang dần trở lại mạnh mẽ...","Vietstock Weekly 23-27/11/2020: Thử thách của VN-Index tại vùng 980-1,000 điểm"
2020-11-20 17:06:00,"Chứng khoán Tuần 16-20/11/2020: Tín hiệu lạc quan: Thị trường tiếp tục có một tuần giao dịch lạc quan cả về điểm số và thanh khoản. Đồng thời, khối ngoại cũng đã quay trở lại mua ròng.",Chứng khoán Tuần 16-20/11/2020: Tín hiệu lạc quan
2020-11-19 18:21:00,"Góc nhìn 20/11: Rung lắc và giằng co?: Theo dự báo của SHS, trong phiên giao dịch cuối tuần 20/11, VN-Index có thể sẽ rung lắc và giằng co trong khoảng 975-985 điểm để tạo mặt bằng giá mới.",Góc nhìn 20/11: Rung lắc và giằng co?
2020-11-19 10:00:00,"Ngày 19/11/2020: 10 cổ phiếu “nóng” dưới góc nhìn PTKT của Vietstock: Các cổ phiếu “nóng” được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BVH, DIG, GAS, HII, HDB, HSG, MSN, STB, MBB và VNM.",Ngày 19/11/2020: 10 cổ phiếu “nóng” dưới góc nhìn PTKT của Vietstock
2020-11-18 16:47:00,"Những điểm sáng để đầu tư cổ phiếu bất động sản: Tại Hội thảo về cổ phiếu bất động sản: “Chiến lược đầu tư thời Covid-19” tổ chức sáng 18/11, ông Trương Hiền Phương - Giám đốc Công ty Chứng khoán...",Những điểm sáng để đầu tư cổ phiếu bất động sản
2020-11-18 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 18/11: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 18/11
2020-11-17 10:53:00,"Sau GVR, đến lượt Cao Su Tây Ninh muốn thoái toàn bộ vốn khỏi Vinaruco: HĐQT CTCP Cao su Tây Ninh (HOSE: TRC) đã phê duyệt phương án thoái vốn tại CTCP Phát triển đô thị và khu công nghiệp Cao su Việt Nam (Vinaruco...","Sau GVR, đến lượt Cao Su Tây Ninh muốn thoái toàn bộ vốn khỏi Vinaruco"
2020-11-16 17:00:00,Vietstock Daily 17/11: Sắc đỏ bao trùm: VN-Index giảm điểm mạnh ngay phiên đầu tuần. Thanh khoản tăng cao so với những phiên trước đó cho thấy nhà đầu tư đang giao dịch rất sôi động.,Vietstock Daily 17/11: Sắc đỏ bao trùm
2020-11-16 10:00:00,"Tuần 16-20/11/2020: 10 cổ phiếu “nóng” dưới góc nhìn PTKT của Vietstock: Các cổ phiếu “nóng” được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BVH, DIG, HBC, HII, HDB, HSG, NVL, STB, VIC và VNM.",Tuần 16-20/11/2020: 10 cổ phiếu “nóng” dưới góc nhìn PTKT của Vietstock
2020-11-14 20:30:00,"GAB tăng hơn 1,000% từ đầu năm nay: Chốt phiên 13/11/2020, cổ phiếu GAB của CTCP Đầu tư Khai khoáng và Quản lý Tài sản FLC dừng ở mức giá 193,000 đồng/cp, tăng gần 1,100% so với đầu...","GAB tăng hơn 1,000% từ đầu năm nay"
2020-11-13 15:30:00,"Nhịp đập Thị trường 13/11: Khối ngoại mua ròng trở lại: VN-Index kết phiên tăng 0.73%, đạt mức 966.29 điểm; chỉ số HNX-Index tăng 0.08%, đạt mức 144.74 điểm. Độ rộng thị trường nghiêng về bên mua với 432...",Nhịp đập Thị trường 13/11: Khối ngoại mua ròng trở lại
2020-11-12 17:01:00,"Vietstock Daily 13/11: Tăng điểm trong sự thận trọng: VN-Index đã có một phiên tăng điểm khá tốt so với phiên giao dịch trước đó. Tuy nhiên, thanh khoản trên sàn HOSE lại tiếp tục sụt giảm cho thấy tâm...",Vietstock Daily 13/11: Tăng điểm trong sự thận trọng
2020-11-12 10:04:00,Ông Trịnh Văn Quyết đã nắm hơn 51% vốn tại GAB: Ông Trịnh Văn Quyết đã mua vào tổng cộng gần 6.5 triệu cp GAB của CTCP Đầu tư Khai khoáng và Quản lý Tài sản FLC (HOSE: GAB) chỉ trong chưa...,Ông Trịnh Văn Quyết đã nắm hơn 51% vốn tại GAB
2020-11-11 17:05:00,Vietstock Daily 12/11: Chưa thể bứt phá: Phiên giao dịch ngày 11/11/2020 cho thấy tâm lý nhà đầu tư đang khá giằng co. Thanh khoản trên cả hai sàn đồng loạt sụt giảm và nằm dưới mức trung...,Vietstock Daily 12/11: Chưa thể bứt phá
2020-11-11 09:06:00,Vì sao Bầu Đức muốn bán 35 triệu cp ngay khi vừa gom 50 triệu cp HAG?: Ông  Đoàn Nguyên Đức (“Bầu” Đức) – Chủ tịch HĐQT CTCP Hoàng Anh Gia Lai (HOSE: HAG) vừa có thông báo sẽ dùng 35 triệu cp HAG của mình để làm tài sản...,Vì sao Bầu Đức muốn bán 35 triệu cp ngay khi vừa gom 50 triệu cp HAG?
2020-11-10 15:55:00,"PG Bank chuẩn bị lên UPCoM trong khi mòn mỏi đợi sáp nhập: Ngân hàng TMCP Xăng dầu Petrolimex (PG Bank, OTC: PGBank) công bố ngày 26/10/2020 là ngày chốt danh sách cổ đông để chuẩn bị cho việc đăng ký giao...",PG Bank chuẩn bị lên UPCoM trong khi mòn mỏi đợi sáp nhập
2020-11-09 20:30:00,"Dòng tiền rút khỏi cổ phiếu tài chính - ngân hàng: Trong tuần sụt giảm thanh khoản 02 - 06/11, nhóm tài chính - ngân hàng bị dòng tiền rút ra mạnh.",Dòng tiền rút khỏi cổ phiếu tài chính - ngân hàng
2020-11-09 13:00:00,"HDG, STK, SCS có điểm nào hấp dẫn?: Các CTCK khuyến nghị HDG khả quan nhờ Công ty đang có sự xoay trục kinh doanh hợp lý với việc đầu tư mạnh mẽ vào mảng năng lượng nhằm tận dụng các ưu...","HDG, STK, SCS có điểm nào hấp dẫn?"
2020-11-09 08:46:00,"Hơn 36,700 tài khoản chứng khoán mở mới trong tháng 10: Tới cuối tháng 10, số tài khoản chứng khoán trên thị trường Việt Nam đạt mức hơn 2.66 triệu tài khoản.","Hơn 36,700 tài khoản chứng khoán mở mới trong tháng 10"
2020-11-08 07:30:00,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 09-13/11/2020: Chiến lược đầu tư & Phân tích kỹ thuật chuyên sâu thị trường chứng khoán Việt Nam.,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 09-13/11/2020
2020-11-06 13:50:00,"Nhịp đập Thị trường 06/11: Tạm dừng trên mức tham chiếu: VN-Index kết phiên tăng 0.06%, đạt mức 938.29 điểm; chỉ số HNX-Index tăng 0.73%, đạt mức 139.31 điểm. Độ rộng thị trường nghiêng về bên mua với 323...",Nhịp đập Thị trường 06/11: Tạm dừng trên mức tham chiếu
2020-11-05 17:02:00,Vietstock Daily 06/11: Khối ngoại mua ròng trở lại: VN-Index chứng kiến phiên giảm điểm đầu tiên sau chuỗi 5 phiên tăng liên tiếp trước đó. Thanh khoản sụt giảm trên cả hai sàn. Khối ngoại đã quay trở...,Vietstock Daily 06/11: Khối ngoại mua ròng trở lại
2020-11-05 10:16:00,DHC muốn mua 2 triệu cổ phần của Dịch vụ Năng lượng Thành Công: Ban lãnh đạo của CTCP Đông Hải Bến Tre (HOSE: DHC) vừa thông qua việc mua vào gần 2 triệu cp tương đương 20% vốn tại CTCP Dịch vụ Năng...,DHC muốn mua 2 triệu cổ phần của Dịch vụ Năng lượng Thành Công
2020-11-04 17:08:00,"Vietstock Daily 05/11: Tăng điểm tích cực: VN-Index tiếp tục đà tăng và đồng thời, thanh khoản trong phiên 04/11/2020 cũng đã được cải thiện.",Vietstock Daily 05/11: Tăng điểm tích cực
2020-11-04 06:00:00,"04/11: Đọc gì trước giờ giao dịch chứng khoán?: VietinBank rao bán dự án của chủ đầu tư C.T Group, diễn biến quanh bầu cử Tổng thống Mỹ, “Gu” phát hành chứng quyền của công ty chứng khoán, cổ phiếu...",04/11: Đọc gì trước giờ giao dịch chứng khoán?
2020-11-03 13:44:00,"“Gu” phát hành chứng quyền của công ty chứng khoán: Sau hơn một năm thị trường chứng quyền có bảo đảm (Covered Warrant, CW) đi vào hoạt động, các công ty chứng khoán (CTCK) đã cung cấp rất nhiều sản...",“Gu” phát hành chứng quyền của công ty chứng khoán
2020-11-02 20:17:00,"VIB sẽ chào sàn HOSE với giá tham chiếu 32,300 đồng/cp : Ngân hàng TMCP Quốc tế Việt Nam (VIB) vừa thông báo quyết định của Chủ tịch HĐQT về việc phê duyệt giá tham chiếu cho ngày giao dịch đầu tiên của cổ...","VIB sẽ chào sàn HOSE với giá tham chiếu 32,300 đồng/cp "
2020-11-02 12:01:00,"Phân tích kỹ thuật phiên chiều 02/11: Nhà đầu tư đang hạn chế giao dịch: Trong phiên giao dịch buổi sáng ngày 02/11/2020, VN-Index tạo mẫu hình nến Spinning Top cho thấy sự phân vân của nhà đầu tư.",Phân tích kỹ thuật phiên chiều 02/11: Nhà đầu tư đang hạn chế giao dịch
2020-11-01 13:30:00,Góc nhìn tuần 02-06/11: Chú ý vùng kháng cự quanh 940 điểm?: BVS dự báo VN-Index vẫn sẽ nhận được sự hỗ trợ từ vùng 895-910 điểm trong tuần 02-06/11/2020. KBSV cho rằng VN-Index sẽ gặp lực cản tại vùng...,Góc nhìn tuần 02-06/11: Chú ý vùng kháng cự quanh 940 điểm?
2020-10-30 17:14:00,Chứng khoán Tuần 26-30/10/2020: Tuần giao dịch đỏ lửa: VN-Index chứng kiến tuần sụt giảm sau chuỗi sáu tuần tăng liên tiếp trước đó. Khối ngoại tiếp tục bán ròng mạnh trong tuần qua.,Chứng khoán Tuần 26-30/10/2020: Tuần giao dịch đỏ lửa
2020-10-29 19:30:00,Chứng khoán phái sinh 30/10/2020: Basis thu hẹp đáng kể: Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 29/10/2020. Basis hợp đồng VN30F2011 thu hẹp và đạt giá trị 0.82 điểm. Điều này...,Chứng khoán phái sinh 30/10/2020: Basis thu hẹp đáng kể
2020-10-29 09:21:00,"Cổ phiếu của LienVietPostBank sẽ giao dịch trên HOSE từ ngày 09/11/2020 : Cổ phiếu LPB của Ngân hàng Bưu điện Liên Việt sẽ bắt đầu được giao dịch tại Sở Giao dịch Chứng khoán thành phố Hồ Chí Minh (HOSE) vào thứ Hai, ngày...",Cổ phiếu của LienVietPostBank sẽ giao dịch trên HOSE từ ngày 09/11/2020 
2020-10-28 12:04:00,"Phân tích kỹ thuật phiên chiều 28/10: VN-Index xuất hiện mẫu hình Three Black Candles: Trong phiên giao dịch buổi sáng ngày 28/10/2020, VN-Index tiếp tục sụt giảm và xuất hiện mẫu hình nến Three Black Candles. Hình ảnh bóng trên (upper...",Phân tích kỹ thuật phiên chiều 28/10: VN-Index xuất hiện mẫu hình Three Black Candles
2020-10-27 16:29:00,"MBB: Phó Chủ tịch HĐQT đã mua 1 triệu cp: Ông Lưu Trung Thái - Phó Chủ tịch HĐQT, kiêm Tổng Giám đốc Ngân hàng TMCP Quân Đội (HOSE: MBB) đã mua được 1 triệu cp MBB như đã đăng ký từ ngày...",MBB: Phó Chủ tịch HĐQT đã mua 1 triệu cp
2020-10-27 09:00:00,"Vị thế nào cho nhóm cổ phiếu ngân hàng mới lên sàn?: Gần đây, các ngân hàng bắt đầu tăng tốc trong cuộc đua niêm yết lên sàn chứng khoán khi thời hạn 2020 đã cận kề.",Vị thế nào cho nhóm cổ phiếu ngân hàng mới lên sàn?
2020-10-26 15:30:00,"Nhịp đập Thị trường 26/10: Đột ngột đảo chiều: VN-Index kết phiên giảm 1.09%, về mức 950.80 điểm; chỉ số HNX-Index giảm 1.88%, đạt mức 139.03 điểm. Độ rộng thị trường nghiêng về bên bán với 210 mã...",Nhịp đập Thị trường 26/10: Đột ngột đảo chiều
2020-10-26 06:00:00,26/10: Đọc gì trước giờ giao dịch chứng khoán?: Điểm lại các tin tức kinh tế tài chính trong nước và quốc tế nổi bật những ngày cuối tuần qua.,26/10: Đọc gì trước giờ giao dịch chứng khoán?
2020-10-24 10:42:00,"Nhận diện công ty đại chúng theo Luật Chứng khoán 2019: Công ty đại chúng là một trong hai chủ thể có vị trí trung tâm của thị trường chứng khoán, bên cạnh nhà đầu tư. Vì lẽ đó, Luật Chứng khoán 2019 (có...",Nhận diện công ty đại chúng theo Luật Chứng khoán 2019
2020-10-23 08:33:00,"KHP liên tiếp thua lỗ, America LLC không còn là cổ đông lớn: CTCP Điện lực Khánh Hòa (HOSE: KHP) lại gây thất vọng khi thua lỗ hơn 40 tỷ đồng trong quý 3/2020, cũng là quý lỗ thứ 3 liên tiếp. Mới...","KHP liên tiếp thua lỗ, America LLC không còn là cổ đông lớn"
2020-10-22 15:42:00,"Nhịp đập Thị trường 22/10: Đảo ngược tình thế hoàn toàn: Thật may VN-Index đã tăng trong phiên chiều, mà còn tăng mạnh nữa. Thực tế có đôi lúc đà tăng của chỉ số gặp lực cản, nhưng kể từ sau 14g15 thì...",Nhịp đập Thị trường 22/10: Đảo ngược tình thế hoàn toàn
2020-10-21 21:20:00,"Đề xuất chính sách cứu đói, hỗ trợ nhà ở cho người dân miền Trung: Bộ trưởng Bộ Lao động, Thương binh và Xã hội Đào Ngọc Dung cho biết, sẽ đề xuất với Chính phủ các cơ chế, chính sách về hỗ trợ cứu đói, hỗ trợ nhà ở...","Đề xuất chính sách cứu đói, hỗ trợ nhà ở cho người dân miền Trung"
2020-10-21 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 21/10: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 21/10
2020-10-20 09:32:00,"Khoảnh khắc giúp Warren Buffett kiếm được cả gia tài: Trong cuộc khủng hoảng nợ công năm 2011 của Mỹ, Warren Buffett đã đầu tư 5 tỷ USD vào Bank of America, qua đó giúp ngân hàng này củng cố được niềm...",Khoảnh khắc giúp Warren Buffett kiếm được cả gia tài
2020-10-19 13:00:00,"VEA, BVH, HPG có điểm gì hấp dẫn?: Các CTCK khuyến nghị mua HPG nhờ triển vọng tăng trưởng trong 3 năm tới khi các lò cao bắt đầu đi vào hoạt động đồng bộ và ổn định từ năm 2021, tăng...","VEA, BVH, HPG có điểm gì hấp dẫn?"
2020-10-18 08:30:00,"Giao dịch quỹ đầu tư: Lực bán lấn át: Trong tuần qua (12-16/10/2020), các quỹ đầu tư xả hàng với khối lượng khủng trong khi lực mua yếu ớt.",Giao dịch quỹ đầu tư: Lực bán lấn át
2020-10-16 12:02:00,"Phân tích kỹ thuật phiên chiều 16/10: VN-Index tạo cây nến gần giống Hanging Man: Trong phiên giao dịch buổi sáng ngày 16/10/2020, VN-Index tiếp tục tạo cây nến gần giống Hanging Man cho thấy sự phân vân của nhà đầu tư.",Phân tích kỹ thuật phiên chiều 16/10: VN-Index tạo cây nến gần giống Hanging Man
2020-10-15 16:58:00,TLG bán cổ phiếu quỹ với giá 10 ngàn đồng/cp: Người lao động của TLG sẽ được mua cổ phiếu quỹ với mức giá chưa đến 30% giá thị trường hiện tại.,TLG bán cổ phiếu quỹ với giá 10 ngàn đồng/cp
2020-10-15 08:49:00,Tổng Công ty Bảo Việt Nhân thọ hoàn tất thoái sạch hơn 4.9 triệu cp ND2: Tổng Công ty Bảo Việt Nhân thọ thông báo đã bán ra hơn 4.9 triệu cp ND2 của CTCP Đầu tư và Phát triển Điện Miền Bắc 2 (UPCoM: ND2) vào ngày...,Tổng Công ty Bảo Việt Nhân thọ hoàn tất thoái sạch hơn 4.9 triệu cp ND2
2020-10-14 15:25:00,"Nhịp đập Thị trường 14/10: VN-Index tích cực tới cuối phiên: VN-Index kết phiên tăng 1.11%, đạt mức 940.18 điểm; chỉ số HNX-Index tăng 0.98%, đạt mức 137.49 điểm. Độ rộng thị trường đang khá cân bằng với 312 mã...",Nhịp đập Thị trường 14/10: VN-Index tích cực tới cuối phiên
2020-10-13 19:30:00,"Thị trường chứng quyền 14/10/2020: Nhóm chứng quyền MSN tiếp tục bứt phá: Thị trường chứng quyền kết thúc phiên 13/10/2020 với 39 mã tăng giá, 47 mã giảm giá và 15 mã đứng giá. Khối ngoại bán ròng nhẹ với tổng mức bán ròng...",Thị trường chứng quyền 14/10/2020: Nhóm chứng quyền MSN tiếp tục bứt phá
2020-10-13 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 13/10: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 13/10
2020-10-12 13:00:00,Lãnh đạo mua bán cổ phiếu: ‘Rục rịch’ ở nhóm ngân hàng: Thống kê các giao dịch nội bộ trong tuần giao dịch 05/09 - 09/10/2020 cho thấy bên mua đang chiếm thế chủ động. Tổng công ty Trực thăng Việt Nam đã...,Lãnh đạo mua bán cổ phiếu: ‘Rục rịch’ ở nhóm ngân hàng
2020-10-11 08:30:00,"Các quỹ đầu tư thay nhau giảm sở hữu tại DXP: Tuần qua (05-09/10/2020), hai quỹ ngoại PYN Elite Fund và America LLC thay phiên nhau thoái bớt vốn tại CTCP Cảng Đoạn Xá (HNX: DXP) để cơ cấu danh...",Các quỹ đầu tư thay nhau giảm sở hữu tại DXP
2020-10-09 16:48:00,Kho bạc Nhà nước có thêm kênh đầu tư tiền nhàn rỗi: Bộ Tài chính đề xuất Kho bạc Nhà nước được dùng tiền nhàn rỗi mua có kỳ hạn trái phiếu chính phủ từ ngân hàng.,Kho bạc Nhà nước có thêm kênh đầu tư tiền nhàn rỗi
2020-10-09 12:01:00,"Phân tích kỹ thuật phiên chiều 09/10: Liệu đà tăng có được giữ vững?: Trong phiên giao dịch buổi sáng ngày 09/10/2020, VN-Index tăng điểm trở lại và tiếp tục test vùng kháng cự 920-925 điểm (vùng hội tụ của trendline...",Phân tích kỹ thuật phiên chiều 09/10: Liệu đà tăng có được giữ vững?
2020-10-08 18:38:00,"GEX mua được 99.6% cổ phiếu VGC chào mua công khai: Tổng CTCP Thiết bị điện Việt Nam (HOSE: GEX, Gelex) vừa thông báo đã mua thành công hơn 94.6 triệu cp VGC của Tổng công ty Viglacera (HOSE: VGC). Tuy...",GEX mua được 99.6% cổ phiếu VGC chào mua công khai
2020-10-08 11:00:00,SHB - Canh điều chỉnh để vào hàng: Giá cổ phiếu Ngân hàng TMCP Sài Gòn - Hà Nội (HNX: SHB) đang cho nhiều tín hiệu phục hồi trong thời gian vừa qua khi lần lượt vượt qua các đường MA...,SHB - Canh điều chỉnh để vào hàng
2020-10-07 17:05:00,"Vietstock Daily 08/10: Tiếp tục tăng điểm?: VN-Index đánh dấu phiên thứ ba tăng điểm liên tiếp. Dù vậy, khối ngoại vẫn tiếp tục bán ròng và các diễn biến từ thị trường thế giới khá phức tạp.",Vietstock Daily 08/10: Tiếp tục tăng điểm?
